Carrier,Origin,Destination,Origin City Code,Origin Country Code,Dest City Code,Dest Country Code,Departure Date,Return Date,Season,Cabin,Brand Order,Tier Code,Raw Brand Name,Normalized Brand Name,Display Price,Calculated Absolute Price,Currency,Source,Fare Family Code,Brand Description,Cabin Baggage,Checked Baggage,Seat Selection,Meal,Lounge,Priority Boarding,Fast Track,Refund,Change,No-Show Refund,No-Show Change,Same Day Earlier Flight,WiFi,Extra Baggage,Sports Equipment,Pet,Mileage Available,Miles Earned,Bonus Percent,Scrape Timestamp,Status,Retry Count
UA,HKG,YYZ,HKG,HK,YTO,CA,2027-05-19,2027-05-22,Summer,Economy,0,Eco-1,Economy,Economy — Economy,0.00 USD,1602.79,USD,Ubfly,ECONOMY,1 personal item,Included,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Included,Unknown,Unknown,Yes,,,2026-07-28T16:42:23+00:00,success,0
UA,HKG,YYZ,HKG,HK,YTO,CA,2027-05-19,2027-05-22,Summer,Economy,1,Eco-2,Economy Partially Refundable,Economy — Economy Partially Refundable,+60.25 USD,1663.04,USD,Ubfly,ECOPARTREF,1 personal item,Included,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Included,Unknown,Unknown,Yes,,,2026-07-28T16:42:23+00:00,success,0
UA,HKG,YYZ,HKG,HK,YTO,CA,2027-05-19,2027-05-22,Summer,Economy,2,Eco-3,Premium Economy,Economy Premium,"+1,216.29 USD",2819.08,USD,Ubfly,PREMECO,1 personal item,Included,Included,Included,Unknown,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Included,Unknown,Unknown,Yes,,,2026-07-28T16:42:23+00:00,success,0
UA,HKG,YYZ,HKG,HK,YTO,CA,2027-05-19,2027-05-22,Summer,Economy,3,Eco-4,Premium Economy Part Refundable,Economy Premium,"+1,292.69 USD",2895.48,USD,Ubfly,PREMECOPRF,1 personal item,Included,Included,Included,Unknown,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Included,Unknown,Unknown,Yes,,,2026-07-28T16:42:23+00:00,success,0
UA,HKG,YYZ,HKG,HK,YTO,CA,2027-05-19,2027-05-22,Summer,Economy,4,Eco-5,Economy Fully Refundable,Economy Premium,"+1,366.55 USD",2969.34,USD,Ubfly,ECOREF,Uninterrupted return (up to the last 12 hours); Change with Penalty; 1 personal item,Included,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Included,Unknown,Unknown,Yes,,,2026-07-28T16:42:23+00:00,success,0
UA,HKG,YYZ,HKG,HK,YTO,CA,2027-05-19,2027-05-22,Summer,Economy,5,Eco-6,Premium Economy Refundable,Economy Premium,"+2,280.67 USD",3883.46,USD,Ubfly,PREMECOREF,Uninterrupted return (up to the last 12 hours); Change with Penalty; 1 personal item,Included,Included,Included,Unknown,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Included,Unknown,Unknown,Yes,,,2026-07-28T16:42:23+00:00,success,0
UA,HKG,YYZ,HKG,HK,YTO,CA,2027-05-19,2027-05-22,Summer,Business,0,Bus-1,Business Part Refundable,Business — Business Part Refundable,0.00 USD,7506.46,USD,Ubfly,BUSPARTREF,1 personal item,Included,Included,Included,Unknown,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Included,Unknown,Unknown,Yes,,,2026-07-28T16:42:23+00:00,success,0
UA,HKG,YYZ,HKG,HK,YTO,CA,2027-05-19,2027-05-22,Summer,Business,1,Bus-2,Business Refundable,Business — Business Refundable,+76.39 USD,7582.85,USD,Ubfly,BUSREF,Uninterrupted return (up to the last 12 hours); Change with Penalty; 1 personal item,Included,Included,Included,Unknown,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Included,Unknown,Unknown,Yes,,,2026-07-28T16:42:23+00:00,success,0
UA,HKG,YYZ,HKG,HK,YTO,CA,2027-01-26,2027-01-29,Winter,Economy,0,Eco-1,Economy,Economy — Economy,0.00 USD,1283.22,USD,Ubfly,ECONOMY,1 personal item,Included,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Included,Unknown,Unknown,Yes,,,2026-07-28T16:42:23+00:00,success,0
UA,HKG,YYZ,HKG,HK,YTO,CA,2027-01-26,2027-01-29,Winter,Economy,1,Eco-2,Economy Partially Refundable,Economy — Economy Partially Refundable,+60.25 USD,1343.47,USD,Ubfly,ECOPARTREF,1 personal item,Included,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Included,Unknown,Unknown,Yes,,,2026-07-28T16:42:23+00:00,success,0
UA,HKG,YYZ,HKG,HK,YTO,CA,2027-01-26,2027-01-29,Winter,Economy,2,Eco-3,Premium Economy,Economy Premium,"+1,535.86 USD",2819.08,USD,Ubfly,PREMECO,1 personal item,Included,Included,Included,Unknown,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Included,Unknown,Unknown,Yes,,,2026-07-28T16:42:23+00:00,success,0
UA,HKG,YYZ,HKG,HK,YTO,CA,2027-01-26,2027-01-29,Winter,Economy,3,Eco-4,Economy Fully Refundable,Economy Premium,"+1,686.12 USD",2969.34,USD,Ubfly,ECOREF,Uninterrupted return (up to the last 12 hours); Change with Penalty; 1 personal item,Included,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Included,Unknown,Unknown,Yes,,,2026-07-28T16:42:23+00:00,success,0
UA,HKG,YYZ,HKG,HK,YTO,CA,2027-01-26,2027-01-29,Winter,Business,0,Bus-1,Business Part Refundable,Business — Business Part Refundable,0.00 USD,7506.46,USD,Ubfly,BUSPARTREF,1 personal item,Included,Included,Included,Unknown,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Included,Unknown,Unknown,Yes,,,2026-07-28T16:42:23+00:00,success,0
