Carrier,Origin,Destination,Origin City Code,Origin Country Code,Dest City Code,Dest Country Code,Departure Date,Return Date,Season,Cabin,Brand Order,Tier Code,Raw Brand Name,Normalized Brand Name,Display Price,Calculated Absolute Price,Currency,Source,Fare Family Code,Brand Description,Cabin Baggage,Checked Baggage,Seat Selection,Meal,Lounge,Priority Boarding,Fast Track,Refund,Change,No-Show Refund,No-Show Change,Same Day Earlier Flight,WiFi,Extra Baggage,Sports Equipment,Pet,Mileage Available,Miles Earned,Bonus Percent,Scrape Timestamp,Status,Retry Count
AC,DEL,YYZ,DEL,IN,YTO,CA,2026-09-28,2026-10-01,Summer,Economy,0,Eco-1,Standard,Economy Standard,0 USD,1158.8,USD,Enuygun,bff_0,,Included,Included,Unknown,Included,Unknown,Unknown,Unknown,Not Included,Paid,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T07:01:31+00:00,partial,0
AC,DEL,YYZ,DEL,IN,YTO,CA,2026-09-28,2026-10-01,Summer,Economy,1,Eco-2,Flex,Economy Flex,+58.7 USD,1217.5,USD,Enuygun,bff_1,,Included,Included,Included,Included,Unknown,Unknown,Unknown,Paid,Paid,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T07:01:31+00:00,partial,0
AC,DEL,YYZ,DEL,IN,YTO,CA,2026-09-28,2026-10-01,Summer,Economy,2,Eco-3,Comfort,Economy Comfort,+197.52 USD,1356.32,USD,Enuygun,bff_2,,Included,Included,Included,Included,Unknown,Unknown,Unknown,Included,Included,Unknown,Unknown,Included,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T07:01:31+00:00,partial,0
AC,DEL,YYZ,DEL,IN,YTO,CA,2026-09-28,2026-10-01,Summer,Economy,3,Eco-4,Latitude,Economy — Latitude,+3455.06 USD,4613.87,USD,Enuygun,bff_3,priority_check_in: Öncelikli Check-in,Included,Included,Included,Included,Unknown,Unknown,Unknown,Included,Included,Unknown,Unknown,Included,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T07:01:31+00:00,partial,0
AC,DEL,YYZ,DEL,IN,YTO,CA,2026-09-28,2026-10-01,Summer,Premium Economy,0,PEco-1,PL,Premium Economy — PL,+882.14 USD,1793.05,USD,Ubfly,PL,Privileged check-in; POINT ACCRUAL(F),Included,Included,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T07:01:31+00:00,partial,0
AC,DEL,YYZ,DEL,IN,YTO,CA,2026-09-28,2026-10-01,Summer,Premium Economy,1,PEco-2,PRIME FLY,Premium Economy Premium,"+2,994.89 USD",3905.8,USD,Ubfly,PF,Change with Penalty; Uninterrupted return (up to the last 12 hours); Privileged check-in; POINT ACCRUAL(F),Included,Included,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Included,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T07:01:31+00:00,partial,0
AC,DEL,YYZ,DEL,IN,YTO,CA,2026-09-28,2026-10-01,Summer,Business,0,Bus-1,Business Class Standard,Business Standard,0 USD,9497.61,USD,Enuygun,bff_0,priority_check_in: Öncelikli Check-in,Included,Included,Unknown,Included,Included,Unknown,Unknown,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T07:01:31+00:00,partial,0
AC,DEL,YYZ,DEL,IN,YTO,CA,2026-09-28,2026-10-01,Summer,Business,1,Bus-2,Business Class Latitude,Business — Business Latitude,+269.57 USD,9767.18,USD,Enuygun,bff_1,priority_check_in: Öncelikli Check-in,Included,Included,Unknown,Included,Included,Unknown,Unknown,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T07:01:31+00:00,partial,0
AC,DEL,YYZ,DEL,IN,YTO,CA,2026-12-25,2026-12-28,Winter,Economy,0,Eco-1,Standard,Economy Standard,0 USD,1297.93,USD,Enuygun,bff_0,,Included,Included,Unknown,Included,Unknown,Unknown,Unknown,Not Included,Paid,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T07:01:31+00:00,partial,0
AC,DEL,YYZ,DEL,IN,YTO,CA,2026-12-25,2026-12-28,Winter,Economy,1,Eco-2,Flex,Economy Flex,+58.85 USD,1356.78,USD,Enuygun,bff_1,,Included,Included,Included,Included,Unknown,Unknown,Unknown,Paid,Paid,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T07:01:31+00:00,partial,0
