Carrier,Origin,Destination,Origin City Code,Origin Country Code,Dest City Code,Dest Country Code,Departure Date,Return Date,Season,Cabin,Brand Order,Tier Code,Raw Brand Name,Normalized Brand Name,Display Price,Calculated Absolute Price,Currency,Source,Fare Family Code,Brand Description,Cabin Baggage,Checked Baggage,Seat Selection,Meal,Lounge,Priority Boarding,Fast Track,Refund,Change,No-Show Refund,No-Show Change,Same Day Earlier Flight,WiFi,Extra Baggage,Sports Equipment,Pet,Mileage Available,Miles Earned,Bonus Percent,Scrape Timestamp,Status,Retry Count
TK,GRU,CAN,SAO,BR,CAN,CN,2026-10-29,2026-11-01,Summer,Economy,0,Eco-1,Semi Flexible,Economy Flex,0.00 USD,1498.88,USD,Ubfly,RS,Online Message Verification,Included,Included,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-30T07:17:10+00:00,partial,0
TK,GRU,CAN,SAO,BR,CAN,CN,2026-10-29,2026-11-01,Summer,Economy,1,Eco-2,Flexible,Economy Flex,+214.27 USD,1713.15,USD,Ubfly,FX,Online Message Verification,Included,Included,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-30T07:17:10+00:00,partial,0
TK,GRU,CAN,SAO,BR,CAN,CN,2026-11-01,2026-11-04,Winter,Economy,0,Eco-1,Semi Flexible,Economy Flex,0.00 USD,1549.78,USD,Ubfly,RS,Online Message Verification,Included,Included,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-30T07:17:10+00:00,partial,0
TK,GRU,CAN,SAO,BR,CAN,CN,2026-11-01,2026-11-04,Winter,Economy,1,Eco-2,Flexible,Economy Flex,+214.27 USD,1764.05,USD,Ubfly,FX,Online Message Verification,Included,Included,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-30T07:17:10+00:00,partial,0
CA,GRU,PEK,SAO,BR,BJS,CN,2026-09-28,2026-10-01,Summer,Economy,0,Eco-1,Basic,Economy Basic,0.00 USD,1216.42,USD,Ubfly,FLEXECO,,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-30T07:17:10+00:00,partial,0
CA,GRU,PEK,SAO,BR,BJS,CN,2026-09-28,2026-10-01,Summer,Business,0,Bus-1,Business Flex,Business Flex,"+5,348.99 USD",6565.41,USD,Ubfly,FLEXBIZ,,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-30T07:17:10+00:00,partial,0
CA,GRU,PEK,SAO,BR,BJS,CN,2027-03-04,2027-03-07,Winter,Economy,0,Eco-1,Basic,Economy Basic,0.00 USD,1403.42,USD,Ubfly,FLEXECO,,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-30T07:17:10+00:00,partial,0
CA,GRU,PEK,SAO,BR,BJS,CN,2027-03-04,2027-03-07,Winter,Business,0,Bus-1,Business Flex,Business Flex,"+4,314.99 USD",5718.41,USD,Ubfly,FLEXBIZ,,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-30T07:17:10+00:00,partial,0
TK,GRU,PEK,SAO,BR,BJS,CN,2026-09-28,2026-10-01,Summer,Economy,0,Eco-1,Semi Flexible,Economy Flex,0.00 USD,1228.09,USD,Ubfly,RS,Online Message Verification,Included,Included,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-30T07:17:10+00:00,partial,0
TK,GRU,PEK,SAO,BR,BJS,CN,2026-09-28,2026-10-01,Summer,Economy,1,Eco-2,Flexible,Economy Flex,+363.27 USD,1591.36,USD,Ubfly,FX,Online Message Verification,Included,Included,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-30T07:17:10+00:00,partial,0
TK,GRU,PEK,SAO,BR,BJS,CN,2027-03-04,2027-03-07,Winter,Economy,0,Eco-1,Semi Flexible,Economy Flex,0.00 USD,1402.16,USD,Ubfly,RS,Online Message Verification,Included,Included,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-30T07:17:10+00:00,partial,0
TK,GRU,PEK,SAO,BR,BJS,CN,2027-03-04,2027-03-07,Winter,Economy,1,Eco-2,Flexible,Economy Flex,+192.27 USD,1594.43,USD,Ubfly,FX,Online Message Verification,Included,Included,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-30T07:17:10+00:00,partial,0
AA,GRU,HND,SAO,BR,TYO,JP,2027-04-28,2027-05-01,Summer,Economy,0,Eco-1,Main Cabin,Economy Standard,0.00 USD,1345.97,USD,Ubfly,AAPA-MAIN,"Choose a Main Cabin seat; Pay for an extra legroom seat; Board in general group (6-8); Changes allowed; If you're an AAdvantage® status member or AAdvantage® credit cardholder, your bag benefit and boarding group applies if higher based on status. Benefits may not apply on partner airlines.; If you're an AAdvantage® credit cardholder, your bag benefit applies only on domestic American Airlines marketed and operated trips.",Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Not Included,Not Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-30T07:17:10+00:00,partial,0
AA,GRU,HND,SAO,BR,TYO,JP,2027-04-28,2027-05-01,Summer,Premium Economy,0,PEco-1,Premium Economy,Premium Economy Premium,"+1,300.01 USD",2645.98,USD,Ubfly,AAPA-PEC,"Check 2 bags free; Extra Legroom Seat; Priority check-in and boarding access (Group 4); Changes allowed; If you're an AAdvantage® status member or AAdvantage® credit cardholder, your bag benefit and boarding group applies if higher based on status. Benefits may not apply on partner airlines.; If you're an AAdvantage® credit cardholder, your bag benefit applies only on domestic American Airlines marketed and operated trips.",Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Not Included,Not Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-30T07:17:10+00:00,partial,0
AA,GRU,HND,SAO,BR,TYO,JP,2027-04-28,2027-05-01,Summer,Premium Economy,1,PEco-2,Premium Economy Flexible,Premium Economy Flex,"+1,949.99 USD",3295.96,USD,Ubfly,AAPA-PECFL,"Check 2 bags free; Extra Legroom Seat; Priority check-in and boarding access (Group 4); Changes allowed; *Flexible fares may be subject to additional restrictions once travel begins. Please refer to the Penalties section in the fare rules for details; If you're an AAdvantage® status member or AAdvantage® credit cardholder, your bag benefit and boarding group applies if higher based on status. Benefits may not apply on partner airlines.; If you're an AAdvantage® credit cardholder, your bag benefit applies only on domestic American Airlines marketed and operated trips.",Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Included,Not Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-30T07:17:10+00:00,partial,0
