Carrier,Origin,Destination,Origin City Code,Origin Country Code,Dest City Code,Dest Country Code,Departure Date,Return Date,Season,Cabin,Brand Order,Tier Code,Raw Brand Name,Normalized Brand Name,Display Price,Calculated Absolute Price,Currency,Source,Fare Family Code,Brand Description,Cabin Baggage,Checked Baggage,Seat Selection,Meal,Lounge,Priority Boarding,Fast Track,Refund,Change,No-Show Refund,No-Show Change,Same Day Earlier Flight,WiFi,Extra Baggage,Sports Equipment,Pet,Mileage Available,Miles Earned,Bonus Percent,Scrape Timestamp,Status,Retry Count
SQ,LHR,SIN,LON,GB,SIN,SG,2027-05-05,2027-05-08,Summer,Economy,0,Eco-1,Basic,Economy Basic,0.00 USD,914.42,USD,Ubfly,YCLVALUE,,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T05:48:37+00:00,partial,0
SQ,LHR,SIN,LON,GB,SIN,SG,2027-03-30,2027-04-02,Winter,Economy,0,Eco-1,Basic,Economy Basic,0.00 USD,909.8,USD,Ubfly,YCLVALUE,,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T05:48:37+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2027-05-05,2027-05-08,Summer,Economy,0,Eco-1,BASIC,Economy Basic,0.00 USD,1049.22,USD,Ubfly,NOBAG,Personal Item: 40 x 30 x 15 cm,Included,Not Included,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T05:48:37+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2027-05-05,2027-05-08,Summer,Economy,1,Eco-2,ECONOMY BASIC,Economy Basic,+36.77 USD,1085.99,USD,Ubfly,BAG,Personal Item: 40 x 30 x 15 cm; 1 Piece Luggage (23 Kg),Included,Included,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T05:48:37+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2027-05-05,2027-05-08,Summer,Economy,2,Eco-3,PLUS SELECT,Economy Comfort,+166.79 USD,1216.01,USD,Ubfly,ECONSEL,Change without penalty before flight; Personal Item: 40 x 30 x 15 cm; 1 Piece Luggage (23 Kg),Included,Included,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T05:48:37+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2027-05-05,2027-05-08,Summer,Economy,3,Eco-4,ECONPRO,Economy — ECONPRO,+233.53 USD,1282.75,USD,Ubfly,ECONPRO,Personal Item: 40 x 30 x 15 cm; 1 Piece Luggage (23 Kg); Change without penalty before flight,Included,Included,Included,Included,Unknown,Unknown,Unknown,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T05:48:37+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2027-05-05,2027-05-08,Summer,Economy,4,Eco-5,PLUS FLEX,Economy Comfort,"+2,395.32 USD",3444.54,USD,Ubfly,ECONFLEX,Personal Item: 40 x 30 x 15 cm; 1 Piece Luggage (23 Kg); Change without penalty before flight,Included,Included,Included,Included,Unknown,Unknown,Unknown,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T05:48:37+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2027-05-05,2027-05-08,Summer,Business,0,Bus-1,Business Promo,Business Basic,0 USD,5737.78,USD,Enuygun,bff_0,priority_check_in: Öncelikli Check-in,Included,Included,Unknown,Included,Included,Unknown,Included,Not Included,Paid,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T05:48:37+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2027-05-05,2027-05-08,Summer,Business,1,Bus-2,Business Select,Business — Business Select,+614.03 USD,6351.82,USD,Enuygun,bff_1,priority_check_in: Öncelikli Check-in,Included,Included,Included,Included,Included,Unknown,Included,Not Included,Paid,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T05:48:37+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2027-05-05,2027-05-08,Summer,Business,2,Bus-3,Business Select Pro,Business — Business Select Pro,+1096.27 USD,6834.06,USD,Enuygun,bff_2,priority_check_in: Öncelikli Check-in,Included,Included,Included,Included,Included,Unknown,Included,Not Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T05:48:37+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2027-05-05,2027-05-08,Summer,Business,3,Bus-4,Business Fully Flex,Business Flex,+3177.99 USD,8915.78,USD,Enuygun,bff_3,priority_check_in: Öncelikli Check-in,Included,Included,Included,Included,Included,Unknown,Included,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T05:48:37+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2027-05-05,2027-05-08,Summer,Premium Economy,0,PEco-1,PREMECON,Premium Economy — PREMECON,"+1,693.12 USD",2742.34,USD,Ubfly,PREMECON,Personal Item: 40 x 30 x 15 cm,Included,Included,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T05:48:37+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2027-05-05,2027-05-08,Summer,Premium Economy,1,PEco-2,PESEL,Premium Economy — PESEL,"+1,826.56 USD",2875.78,USD,Ubfly,PESEL,Change without penalty before flight; Personal Item: 40 x 30 x 15 cm,Included,Included,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T05:48:37+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2027-05-05,2027-05-08,Summer,Premium Economy,2,PEco-3,PEPRO,Premium Economy — PEPRO,"+1,926.65 USD",2975.87,USD,Ubfly,PEPRO,Change without penalty before flight; Personal Item: 40 x 30 x 15 cm,Included,Included,Included,Included,Unknown,Unknown,Unknown,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T05:48:37+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2027-05-05,2027-05-08,Summer,Premium Economy,3,PEco-4,PEFLEX,Premium Economy Flex,"+3,685.43 USD",4734.65,USD,Ubfly,PEFLEX,Personal Item: 40 x 30 x 15 cm; Change without penalty before flight,Included,Included,Included,Included,Unknown,Unknown,Unknown,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T05:48:37+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2027-03-30,2027-04-02,Winter,Economy,0,Eco-1,BASIC,Economy Basic,0.00 USD,1323.5,USD,Ubfly,NOBAG,Personal Item: 40 x 30 x 15 cm,Included,Not Included,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T05:48:37+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2027-03-30,2027-04-02,Winter,Economy,1,Eco-2,ECONOMY BASIC,Economy Basic,+36.77 USD,1360.27,USD,Ubfly,BAG,Personal Item: 40 x 30 x 15 cm; 1 Piece Luggage (23 Kg),Included,Included,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T05:48:37+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2027-03-30,2027-04-02,Winter,Economy,2,Eco-3,PLUS SELECT,Economy Comfort,+166.79 USD,1490.29,USD,Ubfly,ECONSEL,Personal Item: 40 x 30 x 15 cm; 1 Piece Luggage (23 Kg); Change without penalty before flight,Included,Included,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T05:48:37+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2027-03-30,2027-04-02,Winter,Economy,3,Eco-4,ECONPRO,Economy — ECONPRO,+233.53 USD,1557.03,USD,Ubfly,ECONPRO,Personal Item: 40 x 30 x 15 cm; 1 Piece Luggage (23 Kg); Change without penalty before flight,Included,Included,Included,Included,Unknown,Unknown,Unknown,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T05:48:37+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2027-03-30,2027-04-02,Winter,Economy,4,Eco-5,PLUS FLEX,Economy Comfort,"+2,116.42 USD",3439.92,USD,Ubfly,ECONFLEX,Personal Item: 40 x 30 x 15 cm; 1 Piece Luggage (23 Kg); Change without penalty before flight,Included,Included,Included,Included,Unknown,Unknown,Unknown,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T05:48:37+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2027-03-30,2027-04-02,Winter,Business,0,Bus-1,Business Promo,Business Basic,0 USD,9620.74,USD,Enuygun,bff_0,priority_check_in: Öncelikli Check-in,Included,Included,Unknown,Included,Included,Unknown,Included,Not Included,Paid,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T05:48:37+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2027-03-30,2027-04-02,Winter,Business,1,Bus-2,Business Select,Business — Business Select,+512.42 USD,10133.16,USD,Enuygun,bff_1,priority_check_in: Öncelikli Check-in,Included,Included,Included,Included,Included,Unknown,Included,Not Included,Paid,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T05:48:37+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2027-03-30,2027-04-02,Winter,Business,2,Bus-3,Business Select Pro,Business — Business Select Pro,+805.24 USD,10425.99,USD,Enuygun,bff_2,priority_check_in: Öncelikli Check-in,Included,Included,Included,Included,Included,Unknown,Included,Not Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T05:48:37+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2027-03-30,2027-04-02,Winter,Business,3,Bus-4,Business Fully Flex,Business Flex,+2342.49 USD,11963.24,USD,Enuygun,bff_3,priority_check_in: Öncelikli Check-in,Included,Included,Included,Included,Included,Unknown,Included,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T05:48:37+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2027-03-30,2027-04-02,Winter,Premium Economy,0,PEco-1,PREMECON,Premium Economy — PREMECON,"+1,832.17 USD",3155.67,USD,Ubfly,PREMECON,Personal Item: 40 x 30 x 15 cm,Included,Included,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T05:48:37+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2027-03-30,2027-04-02,Winter,Premium Economy,1,PEco-2,PESEL,Premium Economy — PESEL,"+1,965.61 USD",3289.11,USD,Ubfly,PESEL,Personal Item: 40 x 30 x 15 cm; Change without penalty before flight,Included,Included,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T05:48:37+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2027-03-30,2027-04-02,Winter,Premium Economy,2,PEco-3,PEPRO,Premium Economy — PEPRO,"+2,065.70 USD",3389.2,USD,Ubfly,PEPRO,Personal Item: 40 x 30 x 15 cm; Change without penalty before flight,Included,Included,Included,Included,Unknown,Unknown,Unknown,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T05:48:37+00:00,partial,0
BA,LHR,SIN,LON,GB,SIN,SG,2027-03-30,2027-04-02,Winter,Premium Economy,3,PEco-4,PEFLEX,Premium Economy Flex,"+3,400.14 USD",4723.64,USD,Ubfly,PEFLEX,Personal Item: 40 x 30 x 15 cm; Change without penalty before flight,Included,Included,Included,Included,Unknown,Unknown,Unknown,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T05:48:37+00:00,partial,0
QF,LHR,SIN,LON,GB,SIN,SG,2027-05-05,2027-05-08,Summer,Economy,0,Eco-1,Economy Saver,Economy Basic,0 USD,899.29,USD,Enuygun,bff_0,entertainment: Uçak İçi Eğlence,Included,Included,Unknown,Included,Unknown,Unknown,Unknown,Paid,Paid,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T05:48:37+00:00,partial,0
QF,LHR,SIN,LON,GB,SIN,SG,2027-05-05,2027-05-08,Summer,Economy,1,Eco-2,Economy Flex,Economy Flex,+660.25 USD,1559.53,USD,Enuygun,bff_1,entertainment: Uçak İçi Eğlence,Included,Included,Unknown,Included,Unknown,Unknown,Unknown,Included,Included,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,2026-07-28T05:48:37+00:00,partial,0
